Entry,Name,Level,Health,Mana,Armor,Copper,Holy,Fire,Nature,Frost,Shadow,Arcane
13843,Lieutenant Rotimer Stormpike Guard Recruitment Officer,60,4914,0,3750,0,0,0,0,0,0,0
13137,Lieutenant Rugba,59,23652,0,3449,873,0,0,0,0,0,0
16494,Lieutenant Rukag The Argent Dawn,10,980,191,423,75,0,0,0,0,0,0
13158,Lieutenant Sanders,12,288,249,560,0,0,0,0,0,0,0
13138,Lieutenant Spencer,59,24783,0,3449,812,0,0,0,0,0,0
13297,Lieutenant Stouthandle,59,24010,0,3449,786,0,0,0,0,0,0
13143,Lieutenant Stronghoof,59,23451,0,3449,873,0,0,0,0,0,0
2612,Lieutenant Valorcall,38,5497,1783,1683,285,0,0,0,0,0,0
13144,Lieutenant Vol'talar,59,23609,0,3449,858,0,0,0,0,0,0
12419,Lifelike Toad,1,64,0,11,1,0,0,0,0,0,0
3131,Lightning Hide,11,221,0,528,0,0,0,0,0,0,0
16385,Lightning Totem,62,6900,0,4344,0,0,0,0,0,0,0
8666,Lil Timmy Boy with kittens,5,166,0,111,0,0,0,0,0,0,0
9657,Lil' Smoky,1,64,0,8,1,0,0,0,0,0,0
11219,Liladris Moonriver,42,2666,0,2218,0,0,0,0,0,0,0
11191,Lilith the Lithe,55,4108,0,3234,0,0,0,0,0,0,0
5518,Lilliam Sparkspindle Expert Engineer,35,2016,0,1349,0,0,0,0,0,0,0
8118,Lillian Singh Holiday Fireworks Vendor,28,1454,0,1111,377,0,0,0,0,0,0
1946,Lillith Nefara,12,262,0,562,19,0,0,0,0,0,0
5757,Lilly Enchanting Supplies,19,860,0,802,0,0,0,0,0,0,0
11712,Lilyn Darkriver,41,2568,0,2074,0,0,0,0,0,0,0
5499,Lilyssia Nightbreeze Expert Alchemist,35,2016,0,1349,0,0,0,0,0,0,0
9989,Lina Hearthstove Stable Master,30,1605,0,1179,0,0,0,0,0,0,0
1297,Lina Stover Bow & Gun Merchant,30,1605,0,1179,0,0,0,0,0,0,0
2383,Lindea Rabonne Fishing Supplies,29,1528,0,1145,0,0,0,0,0,0,0
8381,Lindros,47,3184,4031,2265,0,0,0,0,0,0,0
791,Lindsay Ashlock General Supplies,20,919,0,836,0,0,0,0,0,0,0
7864,Lingering Highborne,50,3186,0,2966,129,0,0,0,0,0,0
8737,Linken,40,2471,0,1938,0,0,0,0,0,0,0
807,Lisa,1,64,0,8,0,0,0,0,0,0,0
1414,Lisan Pierce,25,1240,0,1008,0,0,0,0,0,0,0
1299,Lisbeth Schneider Clothier,30,1605,0,1179,0,0,0,0,0,0,0
5129,Lissyphus Finespindle Light Armor Merchant,30,1605,0,1179,0,0,0,0,0,0,0
8496,Liv Rizzlefix Workshop Assistant,17,748,0,734,0,0,0,0,0,0,0
6521,Living Blaze,55,3568,0,3234,0,0,0,0,0,0,0
8606,Living Decay,56,3602,0,3289,165,0,0,0,0,0,0
3417,Living Flame,17,1900,0,734,23,0,300,0,0,30,0
16021,Living Monstrosity,62,45467,0,4344,2636,0,0,0,0,0,0
16027,Living Poison,61,117297,0,4047,0,0,0,0,0,0,0
9397,Living Storm,48,2524,1750,2855,0,0,48,48,48,48,48
4574,Lizbeth Cromwell Fishing Supplies,30,1605,0,1179,0,0,0,0,0,0,0
3658,Lizzarik Weapon Dealer,19,860,0,802,0,0,0,0,0,0,0
3970,Llana Reagent Supplies,25,1240,0,1008,0,0,0,0,0,0,0
911,Llane Beshere Warrior Trainer,5,166,0,111,0,0,0,0,0,0,0
2453,Lo'Grosh,39,1213,3075,1807,78,0,0,0,0,0,0
16011,Loatheb,63,5200000,0,4641,1579285,0,0,0,0,0,0
1693,Loch Crocolisk,15,326,0,665,0,0,0,0,0,0,0
1193,Loch Frenzy,13,272,0,596,0,0,0,0,0,0,0
9876,Locheed,48,3294,0,2857,207,0,0,0,0,0,0
11820,Locke Okarr,28,1454,0,1111,0,0,0,0,0,0,0
12042,Loganaar Druid Trainer,51,3632,0,3018,0,0,0,0,0,0,0
8157,Logannas Alchemy Supplies,52,3748,0,3060,0,0,0,0,0,0,0
14629,Loggerhead Snapjaw,1,5000,0,8,0,0,0,0,0,0,0
11548,Loh'atu,45,2972,1534,2692,0,0,0,0,0,0,0
1672,Lohgan Eva Tailoring Supplies,5,166,0,111,0,0,0,0,0,0,0
3435,Lok Orcbane,25,718,0,1008,49,0,0,0,0,0,0
13256,Lokholar the Ice Lord,63,147333,0,4641,886,0,0,0,0,0,0
12944,Lokhtos Darkbargainer The Thorium Brotherhood,60,3857,0,3750,0,0,0,0,0,0,0
2766,Lolo the Lookout Blackwater Raiders,39,2376,0,1808,0,0,0,0,0,0,0
4081,Lomac Gearstrip,29,1528,0,1145,0,0,0,0,0,0,0
1071,Longbraid the Grim,35,2016,0,1349,0,0,0,0,0,0,0
119,Longsnout,11,213,0,528,0,0,0,0,0,20,0
5287,Longtooth Howler,44,2128,0,2528,0,0,0,0,0,0,0
5286,Longtooth Runner,41,1890,0,2074,0,0,0,0,0,0,0
14634,Lookout Captain Lolo Longstriker The Thorium Brotherhood,59,4612,0,3449,0,0,0,0,0,0,0
8143,Loorana Food & Drink,49,3404,0,2912,0,0,0,0,0,0,0
7783,Loramus Thalipedes,60,3857,0,3750,0,0,0,0,0,0,0
10918,Lorax,61,3967,0,4047,0,0,0,0,0,0,0
10504,Lord Alexei Barov,60,27544,0,3750,1633,0,0,0,0,0,0
2423,Lord Aliden Perenolde,41,1402,1332,2072,91,0,0,0,0,0,0
14236,Lord Angler,44,2138,0,3792,505,0,0,0,0,0,0
6134,Lord Arkkoroc,60,17936,0,3750,0,0,0,0,0,0,0
5760,Lord Azrethoc,40,4549,0,1938,345,0,0,0,0,0,160
5772,Lord Azrethoc's Image,1,8,0,8,0,0,0,0,0,0,0
9516,Lord Banehollow,59,7233,4738,3447,526,0,0,0,0,0,236
1439,Lord Baurles K. Wishock House of Nobles,10,413,0,463,0,0,0,0,0,0,0
14695,Lord Blackwood,60,30520,0,3750,0,0,0,0,0,0,0
14445,Lord Captain Wyrmak,45,6723,6309,2692,692,0,0,0,0,0,0
3669,Lord Cobrahn Fanglord,20,2279,2871,836,168,0,0,0,0,0,0
14268,Lord Condar,16,356,0,700,0,0,0,0,0,0,0
6668,Lord Cyrik Blackforge,23,634,0,940,43,0,0,0,0,0,0
10826,Lord Darkscythe,57,3429,0,3342,172,0,0,0,0,0,0
263,Lord Ello Ebonlocke Mayor of Darkshire,30,1605,0,1179,0,0,0,0,0,0,0
2597,Lord Falconcrest Syndicate Leader,40,11038,0,1938,700,0,0,100,0,0,0
928,Lord Grayson Shadowbreaker Paladin Trainer,60,3139,2620,3025,0,0,0,0,0,0,0
1754,Lord Gregor Lescovar,31,1881,0,1213,69,0,0,0,0,0,0
14506,Lord Hel'nurath,62,31458,5136,3500,2788,0,0,0,0,0,248
9017,Lord Incendius,55,16991,0,3234,0,0,0,0,0,0,0
6768,Lord Jorach Ravenholdt Lord of the Assassin's League,60,3857,0,3750,0,0,0,0,0,0,0
12397,Lord Kazzak,63,347581,113480,3736,57457,0,0,0,0,0,0
12369,Lord Kragaru,38,1593,0,1684,133,0,0,0,0,0,0
15511,Lord Kri,63,254720,0,4641,31418,0,0,0,0,0,0
12803,Lord Lakmaeran,62,310614,0,4344,0,0,0,0,0,0,0
503,Lord Malathrom,31,926,878,1213,61,0,0,0,0,0,0
1848,Lord Maldazzar,56,2883,2463,3287,146,0,0,0,0,0,0
11034,Lord Maxwell Tyrosus The Argent Dawn,62,4079,0,4344,0,0,30,0,0,0,70
2068,Lord Mayor Morrison Pyrewood Council Leader,15,1112,0,665,55,0,0,0,0,0,0
2038,Lord Melenas,8,155,165,303,14,0,0,0,0,0,32
3670,Lord Pythas Fanglord,21,2320,510,872,181,0,0,0,0,0,0
9025,Lord Roccor,51,11357,0,4527,0,0,153,153,0,0,0
2541,Lord Sakrasis,45,1866,0,2695,101,0,0,0,0,0,0
3673,Lord Serpentis Fanglord,21,2784,1530,872,209,0,0,0,0,0,0
8136,Lord Shalzaru,47,1962,1640,2802,109,0,0,0,0,0,0
7017,Lord Sinslayer,16,353,0,700,28,0,0,0,0,0,0
15305,Lord Skwol Abyssal High Council,63,199500,9171,3736,25722,0,0,0,0,0,0
12126,Lord Tirion Fordring Order of the Silver Hand,63,79950,2620,3736,844,0,0,0,0,0,0
13283,Lord Tony Romano Rogue Trainer,60,3139,0,3750,0,0,0,0,0,0,0
16042,Lord Valthalak,63,110000,2620,3736,3000,0,0,0,0,0,0
16048,Lord Valthalak Trigger,60,3052,0,3750,0,0,0,0,0,0,0
10162,Lord Victor Nefarius Lord of Blackrock,63,306475,262000,4637,1781,0,0,0,0,0,0
12236,Lord Vyletongue,47,15560,0,2804,938,0,0,0,0,0,188
3617,Lordaeron Citizen,15,596,0,665,19,0,0,0,0,0,0
17635,Lordaeron Commander,60,3200,2434,3025,0,0,0,0,0,0,0
17996,Lordaeron Fighter,60,3300,2434,3025,0,0,0,0,0,0,0
17647,Lordaeron Soldier,60,2500,2434,3025,0,0,0,0,0,0,0
17995,Lordaeron Veteran,60,4700,2434,3025,0,0,0,0,0,0,0
7172,Lore Keeper of Norgannon,60,4120,0,3750,318,0,0,0,0,0,0
14381,Lorekeeper Javon,60,9298,2434,3025,0,0,0,0,0,0,0
14383,Lorekeeper Kildrath,58,8774,2289,2740,0,0,0,0,0,0,0
14368,Lorekeeper Lydros,60,9298,2434,3025,0,0,0,0,0,0,0
14382,Lorekeeper Mykos,60,9298,2434,3025,0,0,0,0,0,0,0
10901,Lorekeeper Polkelt,60,27874,0,3750,1633,0,0,0,0,0,0
3233,Lorekeeper Raintotem,8,334,0,306,0,0,0,0,0,0,0
12022,Lorelae Wintersong Trade Supplies,51,3632,0,3018,0,0,0,0,0,0,0
2277,Loremaster Dibbs,30,1605,0,1179,0,0,0,0,0,0,0
12902,Lorgus Jett,26,1961,1236,1042,164,0,0,0,0,0,0
5714,Loro,51,6675,0,3018,497,0,0,0,0,0,0
11720,Loruk Foreststrider,44,2868,0,2528,0,0,0,0,0,0,0
1694,Loslor Rudge Engineering Supplies,10,413,0,463,0,0,0,0,0,0,0
3234,Lost Barrens Kodo,15,325,0,665,0,0,0,0,0,0,0
763,Lost One Chieftain,39,1673,0,1808,89,0,0,0,0,0,0
1106,Lost One Cook,37,1015,1142,1567,81,0,0,0,0,0,0
757,Lost One Fisherman,36,1422,0,1456,84,0,0,0,0,0,0
759,Lost One Hunter,37,1513,0,1568,83,0,0,0,0,0,0
760,Lost One Muckdweller,37,1528,0,1568,83,0,0,0,0,0,0
755,Lost One Mudlurker,35,1329,0,1349,103,0,0,0,0,0,0
6913,Lost One Rift Traveler,25,393,0,1008,47,0,0,0,0,0,0
762,Lost One Riftseeker,38,1107,2975,1391,73,0,0,0,0,0,0
761,Lost One Seer,38,1293,1189,1683,78,0,0,0,0,0,0
1531,Lost Soul,7,136,0,230,12,0,0,0,0,0,0
1043,Lost Whelp,25,619,655,1008,46,0,62,0,0,0,75
6034,Lotherias,35,2016,0,1349,0,0,0,0,0,0,0
14387,Lothos Riftwaker,60,9298,2434,3748,0,0,0,0,0,0,0
2921,Lotwil Veriatus,36,2100,0,1456,0,0,0,0,0,0,0
4557,Louis Warren Weapons Merchant,30,1605,0,1179,0,0,0,0,0,0,0
16111,Love Fool,1,5000,668,7,0,0,0,0,0,0,0
1317,Lucan Cordell Expert Enchanter,35,2016,0,1349,0,0,0,0,0,0,0
2799,Lucian Fenner,35,2016,0,1349,0,0,0,0,0,0,0
11217,Lucien Sarkhoff,55,4108,0,3234,0,0,0,0,0,0,0
2920,Lucien Tosselwrench,31,1684,0,1213,0,0,0,0,0,0,0
12118,Lucifron,63,351780,39300,4637,433333,0,93,0,0,186,0
4580,Lucille Castleton Robe Vendor,30,1605,0,1179,0,0,0,0,0,0,0
6966,Lucius,20,919,0,836,0,0,0,0,0,0,0
12032,Lui'Mala Fishing Trainer,30,1605,0,1179,0,0,0,0,0,0,0
3332,Lumak Fishing Trainer,35,2016,0,1349,0,0,0,0,0,0,0
14697,Lumbering Horror,1,8,0,8,0,0,0,0,0,0,0
842,Lumberjack,5,166,0,111,57,0,0,0,0,0,0
12138,Lunaclaw,12,245,557,475,0,0,0,0,0,0,0
12144,Lunaclaw Spirit,13,546,0,596,16,0,0,0,0,0,0
15894,Lunar Cluster Credit Marker,60,4120,0,3750,0,0,0,0,0,0,0
15892,Lunar Festival Emissary,55,5725,0,3234,0,0,0,0,0,0,0
15895,Lunar Festival Harbinger,55,5800,5013,2609,0,0,0,0,0,0,0
15891,Lunar Festival Herald,55,4100,0,3234,0,0,0,0,0,0,0
15917,Lunar Festival Reveler,1,5000,0,8,0,0,0,0,0,0,0
15961,Lunar Festival Sentinel,60,5000,0,3750,0,0,0,0,0,0,0
15898,Lunar Festival Vendor,55,1500,5013,2609,0,0,0,0,0,0,0
15893,Lunar Firework Credit Marker,60,4120,0,3750,0,0,0,0,0,0,0
11186,Lunnix Sprocketslip Mining Supplies,54,3986,0,3180,0,0,0,0,0,0,0
5097,Lupine Delusion,25,800,0,1008,110,0,0,0,0,0,0
3863,Lupine Horror,25,2200,0,1008,0,0,0,0,0,0,0
521,Lupos,23,616,0,940,0,0,80,80,80,80,80
7848,Lurking Feral Scar,46,2733,0,2750,213,0,0,0,0,0,0
4564,Luther Pickman Warlock Trainer,50,3517,0,2966,0,0,0,0,0,0,0
5049,Lyesa Steelbrow Guild Tabard Vendor,25,1240,0,1008,0,0,0,0,0,0,0
14982,Lylandris Warsong Gulch Battlemaster,61,10626,0,4047,0,0,0,0,0,0,0
7936,Lyon Mountainheart,40,2471,0,1938,0,0,0,0,0,0,0
3587,Lyrai General Supplies,9,372,0,387,0,0,0,0,0,0,0
2303,Lyranne Feathersong Food & Drink,56,3643,0,3289,0,0,0,0,0,0,0
913,Lyria Du Lac Warrior Trainer,12,500,0,562,0,0,0,0,0,0,0
4161,Lysheana Guild Master,60,3857,0,3750,0,0,0,0,0,0,0
5679,Lysta Bancroft,30,1605,2175,984,0,0,0,0,0,0,0
244,Ma Stonefield,3,112,0,33,0,0,0,0,0,0,0
2090,Ma'ruk Wyrmscale Dragonmaw Warlord,23,617,0,940,44,0,0,0,0,0,0
227,Mabel Solaj General Goods,26,1309,0,1043,0,0,0,0,0,0,0
13434,Macey Jinglepocket Smokywood Pastures,30,1605,0,1179,0,0,0,0,0,0,0
3655,Mad Magglish,18,1271,0,768,108,0,0,0,0,0,0
16020,Mad Scientist,61,49791,0,4047,2911,0,0,0,0,0,0
15111,Mad Servant,61,12965,9944,4044,802,0,0,0,0,0,244
15146,Mad Voidwalker,60,13665,0,3750,767,0,0,0,0,0,0
265,Madame Eva,25,1240,0,1008,0,0,0,0,0,0,0
848,Madison,5,166,0,111,0,0,0,0,0,0,0
11138,Maethrya Hippogryph Master,55,7423,0,3234,0,0,0,0,0,0,0
5156,Maeva Snowbraid Robe Merchant,30,1605,0,1179,0,0,0,0,0,0,0
15952,Maexxna,63,1453127,0,4641,1557187,0,0,0,0,0,0
17055,Maexxna Spiderling,60,3815,0,3750,0,0,0,0,0,0,0
3363,Magar Expert Tailor,35,2016,0,1349,0,0,0,0,0,0,0
4046,Magatha Grimtotem Elder Crone,62,4079,0,4344,0,0,0,0,0,0,0
4681,Mage Hunter,39,1340,1236,1807,0,0,0,0,0,0,0
3351,Magenius Reagents,30,1605,0,1179,0,0,0,0,0,0,0
11943,Magga,5,166,0,111,0,0,0,0,0,0,0
16030,Maggot,1,8,0,11,0,0,0,0,0,0,0
1753,Maggot Eye,11,456,0,528,18,0,0,0,0,0,0
11860,Maggran Earthbinder,30,1605,0,1179,0,0,0,0,0,0,0
331,Maginor Dumas Master Mage,60,3139,2620,3025,0,0,0,0,0,0,0
1228,Magis Sparkmantle Mage Trainer,10,413,0,463,0,0,0,0,0,0,0
6647,Magister Hawkhelm,52,3082,0,3060,146,0,0,0,0,0,0
11487,Magister Kalendris,60,21366,9736,3748,1300,0,0,0,0,0,0
10435,Magistrate Barthilas,58,30969,0,3396,1684,0,0,0,0,0,0
1139,Magistrate Bluntnose,20,919,0,836,0,0,0,0,0,0,0
2335,Magistrate Burnside,30,1605,2175,984,57,0,0,0,0,0,0
2276,Magistrate Henry Maleb,30,2210,24340,1178,0,0,0,0,0,0,0
11286,Magistrate Marduke,57,4356,0,3342,0,0,0,0,0,0,0
1499,Magistrate Sevren,14,594,0,630,0,0,0,0,0,0,0
344,Magistrate Solomon,36,2100,0,1456,0,0,0,0,0,0,0
5855,Magma Elemental,48,2562,0,3428,0,0,170,170,0,0,0
16043,Magma Lord Bokk,60,4700,0,3750,0,0,0,0,0,0,0
5929,Magma Totem,31,5,300,1012,0,0,0,0,0,0,0
7464,Magma Totem II,38,5,300,1391,23,0,0,0,0,0,0
7465,Magma Totem III,51,5,300,2437,24,0,0,0,0,0,0
7466,Magma Totem IV,56,5,300,2654,25,0,0,0,0,0,0
11982,Magmadar,63,826088,0,4641,0,0,0,0,0,0,0
1345,Magmar Fellhew,15,644,0,665,0,0,0,0,0,0,0
9938,Magmus,57,25056,0,3342,0,0,0,0,0,0,0
11278,Magnus Frostwake,50,3517,0,2966,627,0,0,0,0,0,0
1399,Magosh Stonesplinter Tribal Shaman,21,468,1020,872,38,0,0,0,0,0,0
13740,Magra The Third Kahn,43,5250,0,2369,534,0,0,0,0,0,0
4662,Magram Bonepaw,38,1615,0,1684,0,0,0,0,0,0,0
4644,Magram Marauder,36,1473,0,1456,81,0,0,0,0,0,0
4645,Magram Mauler,36,1464,0,1456,81,0,0,0,0,0,0
4639,Magram Outrunner,33,1222,0,1281,70,0,0,0,0,0,0
4643,Magram Pack Runner,35,1281,0,1349,78,0,0,0,0,0,0
4638,Magram Scout,33,1218,0,1281,70,0,0,0,0,0,0
4642,Magram Stormer,35,1099,1067,1349,69,0,0,0,0,0,0
4641,Magram Windchaser,34,1062,1007,1316,68,0,0,0,0,0,0
4640,Magram Wrangler,34,1280,0,1317,74,0,0,0,0,0,0
11560,Magrami Spectre,39,1635,0,1808,140,0,0,0,0,0,0
2932,Magregan Deepshadow,38,4209,0,1684,330,0,0,0,0,0,0
6776,Magrin Rivermane,6,196,0,165,0,0,0,0,0,0,0
8297,Magronos the Unyielding,56,3643,0,3289,163,0,0,0,0,0,0
1776,Magtoor,42,2666,0,2218,0,0,0,0,0,0,0
8578,Magus Rimtori,55,2335,0,3234,305,0,0,0,0,0,0
6548,Magus Tirth,51,3632,0,3018,0,0,0,0,0,0,0
2410,Magus Wordeen Voidglare,42,2666,0,2218,0,0,0,0,0,0,0
3704,Mahani Expert Tailor,31,1684,0,1213,0,0,0,0,0,0,0
3077,Mahnott Roughwound Weaponsmith,11,456,0,528,0,0,0,0,0,0,0
3388,Mahren Skyseer,32,1764,0,1249,0,0,0,0,0,0,0
3005,Mahu Leatherworking & Tailoring Supplies,30,1605,0,1179,0,0,0,0,0,0,0
5884,Mai'ah Mage Trainer,10,413,0,463,0,0,0,0,0,0,0
12031,Mai'Lahii Fishing Supplies,30,1605,0,1179,0,0,0,0,0,0,0
818,Mai'Zoth,48,6830,604,2855,372,0,0,0,0,0,0
2099,Maiden's Virtue Crewman,20,484,0,836,93,0,0,0,0,0,0
14394,Major Mattingly,60,9298,2434,3748,0,0,0,0,0,0,0
15388,Major Pakkon,63,56627,0,4641,4836,0,0,0,0,0,0
15771,Major Resonating Crystal,1,8,0,8,0,0,0,0,0,0,0
2439,Major Samuelson Stormwind City Guard,50,3517,0,2966,0,0,0,0,0,0,0
15386,Major Yeggeth,63,56627,0,4641,4836,0,0,0,0,0,0
12018,Majordomo Executus,63,666200,0,4641,1781,0,95,0,0,0,0
3008,Mak Journeyman Leatherworker,24,1172,0,975,0,0,0,0,0,0,0
11857,Makaba Flathoof,25,644,0,1008,0,0,0,0,0,0,0
3357,Makaru Mining Trainer,35,2016,0,1349,0,0,0,0,0,0,0
13157,Makasgar,12,226,249,560,21,0,0,0,0,0,0
6350,Makrinni Razorclaw,55,3369,0,4851,158,0,0,0,0,0,0
6370,Makrinni Scrabbler,53,2497,4765,3786,120,0,0,0,0,0,0
6372,Makrinni Snapclaw,50,2875,0,2966,140,0,0,0,0,0,0
3103,Makrura Clacker,7,138,0,345,12,0,0,0,0,0,0
3141,Makrura Elder,8,155,0,306,15,0,0,0,0,0,0
3104,Makrura Shellhide,7,136,0,345,12,0,0,0,0,0,0
3105,Makrura Snapclaw,9,179,0,387,19,0,0,0,0,0,0
15869,Malagav the Tactician,60,15234,0,3750,4836,0,0,0,0,0,0
3045,Malakai Cross Priest Trainer,50,3517,0,2966,0,0,0,0,0,0,0
11067,Malcomb Wynn Journeyman Enchanter,23,1106,0,940,0,0,0,0,0,0,0
5506,Maldryn Druid Trainer,40,2471,1620,1590,0,0,0,0,0,0,0
5946,Male Dark Assassin,1,5000,0,8,0,0,0,0,0,0,0
15216,Male Ghost,1,5000,0,8,0,0,0,0,0,0,0
5680,Male Human Captive,5,166,0,111,0,0,0,0,0,0,0
5949,Male Pirate,1,5000,0,8,0,0,0,0,0,0,0
10438,Maleki the Pallid,61,23876,8812,3263,1357,0,0,0,0,0,0
7051,Malformed Defias Drone,24,650,0,975,0,0,0,0,0,0,0
8981,Malfunctioning Reaver,56,3643,0,3289,696,0,110,330,110,110,440
15362,Malfurion Stormrage,1,334125,0,8,7341,0,0,0,0,0,0
16052,Malgen Longspear,60,8547,5452,3748,0,0,0,0,0,0,0
5848,Malgin Barleybrew Bael'dun Morale Officer,25,770,0,1008,49,0,0,0,0,0,0
14513,Malicious Spirit,60,9162,0,3750,743,0,0,0,0,0,0
3135,Malissa Poison Supplies,24,1172,0,975,0,0,0,0,0,0,0
3961,Maliynn Food & Drink Vendor,19,860,0,802,0,0,0,0,0,0,0
2394,Mallen Swain Tailoring Supplies,32,1764,0,1249,0,0,0,0,0,0,0
11032,Malor the Zealous,60,17355,4868,3748,1078,0,0,0,0,0,0
3604,Malorne Bladeleaf Herbalism Trainer,17,748,0,734,0,0,0,0,0,0,0
985,Malosh Warrior Trainer,50,3517,0,2966,0,0,0,0,0,0,0
6987,Malton Droffers Droffers and Son Salvage,40,2471,0,1938,0,0,0,0,0,0,0
10052,Maluressian Stable Master,30,1605,0,1179,0,0,0,0,0,0,0
12030,Malux Skinning Trainer,28,1454,0,1111,0,0,0,0,0,0,0
12025,Malvor Herbalism Trainer,51,3632,0,3018,0,0,0,0,0,0,0
10637,Malyfous Darkhammer The Thorium Brotherhood,59,4612,0,3449,0,0,0,0,0,0,0
2803,Malygen General Goods,55,4108,0,3234,0,0,0,0,0,0,0
12125,Mammoth Shark,54,8267,0,3180,666,0,0,0,0,0,0
14397,Mana Burst,60,1100,4868,3748,0,0,0,0,0,0,0
4678,Mana Eater,38,1308,1189,1683,0,0,0,0,0,0,0
15527,Mana Fiend,60,20720,0,3750,4836,0,0,0,0,0,0
11483,Mana Remnant,59,7321,9476,3447,0,0,290,290,290,290,290
3573,Mana Spring Totem,26,5,300,871,0,0,0,0,0,0,0
7414,Mana Spring Totem II,45,5,300,2177,23,0,0,0,0,0,0
7415,Mana Spring Totem III,52,5,300,2481,233,0,0,0,0,0,0
7416,Mana Spring Totem IV,56,5,300,2654,25,0,0,0,0,0,0
12382,Mana Sprite,57,1700,0,3342,288,0,0,0,0,0,0
6550,Mana Surge,40,1403,0,1938,147,0,40,40,40,40,40
10467,Mana Tide Totem,42,5,300,1811,23,0,0,0,0,0,0
11100,Mana Tide Totem II,52,5,300,2481,24,0,0,0,0,0,0
11101,Mana Tide Totem III,60,5,300,3025,25,0,0,0,0,0,0
10663,Manaclaw,58,17015,0,3396,1073,0,0,0,174,0,0
8718,Manahound,60,47563,0,3750,0,0,0,0,0,93,0
1961,Mangeclaw,11,219,0,528,0,0,0,0,0,0,0
10382,Mangled Cadaver,56,8097,0,3289,573,0,0,0,0,0,0
3430,Mangletooth,17,748,0,734,0,0,0,0,0,0,0
5107,Mangorn Flinthammer Heavy Armor Merchant,30,1605,0,1179,0,0,0,0,0,0,0
1513,Mangy Duskbat,4,85,0,68,0,0,0,0,0,0,0
1191,Mangy Mountain Boar,15,325,0,665,0,0,0,0,0,0,0
2032,Mangy Nightsaber,2,54,0,20,0,0,0,0,0,0,0
2923,Mangy Silvermane,42,2123,0,2218,0,0,0,0,0,0,0
525,Mangy Wolf,6,126,0,165,0,0,0,0,0,0,0
3010,Mani Winterhoof Alchemy Supplies,30,1605,0,1179,0,0,0,0,0,0,0
11256,Manifestation of Water,60,9298,2400,3025,767,0,0,0,0,30,0
3432,Mankrik,15,644,0,665,0,0,0,0,0,0,0
11697,Mannoroc Lasher,30,953,852,1178,58,0,0,0,0,0,0
2315,Maquell Ebonwood,5,166,0,111,0,0,0,0,0,0,0
16109,Mara Rennick,5,53,0,93,0,0,0,0,0,0,0
13737,Marandis' Sister,36,2100,1097,1455,0,0,0,0,0,0,0
4660,Maraudine Bonepaw,38,1775,0,1684,0,0,0,0,0,0,0
6070,Maraudine Khan Advisor,39,1350,0,1808,138,0,0,0,0,0,0
6069,Maraudine Khan Guard,40,1715,0,1938,145,0,0,0,0,0,0
4659,Maraudine Marauder,40,1765,0,1938,94,0,0,0,0,0,0
4656,Maraudine Mauler,39,1889,0,1808,85,0,0,0,0,0,0
11685,Maraudine Priest,42,1330,3471,1811,79,0,0,0,0,0,0
4654,Maraudine Scout,38,1625,0,1684,86,0,0,0,0,0,0
4658,Maraudine Stormer,40,1194,3191,1590,80,0,0,0,0,0,0
4657,Maraudine Windchaser,39,1352,1236,1807,82,0,0,0,0,0,0
4655,Maraudine Wrangler,38,1594,0,1684,86,0,0,0,0,0,0
10951,Marauding Corpse,57,4491,0,3342,278,0,0,0,0,0,0
7808,Marauding Owlbeast,46,2778,0,2750,222,0,0,0,0,0,0
10952,Marauding Skeleton,57,4700,0,3342,278,0,0,0,0,0,0
13739,Maraudos The Fourth Kahn,46,5823,0,2750,514,0,0,0,0,0,0
4481,Marcel Dabyrie,34,1373,0,1317,75,0,0,0,0,0,0
5800,Marcus Bel Alliance Outrunner,24,900,0,975,256,0,0,0,0,0,0
1287,Marda Weller Weapons Merchant,30,1605,0,1179,0,0,0,0,0,0,0
3597,Mardant Strongoak Druid Trainer,11,456,0,528,0,0,0,0,0,0,0
7941,Mardrack Greenwell Food & Drink,54,3986,0,3180,0,0,0,0,0,0,0
10433,Marduk Blackpool,58,22943,4578,3394,1406,0,0,0,0,174,0
10939,Marduk the Black,58,8774,0,3396,718,0,0,0,0,0,0
1154,Marek Ironheart,15,644,0,665,0,0,0,0,0,0,0
2783,Marez Cowl,40,4566,0,1938,345,0,0,0,0,0,0
5833,Margol the Rager,48,6106,0,2857,0,0,0,0,0,0,0
3208,Margoz,18,804,0,768,0,0,0,0,0,0,0
1313,Maria Lumere Alchemy Supplies,30,1605,0,1179,0,0,0,0,0,0,0
4888,Marie Holdston Weaponsmith,37,2192,0,1568,0,0,0,0,0,0,0
7564,Marin Noggenfogger,40,2471,0,1938,0,0,0,0,0,0,0
2130,Marion Call Rogue Trainer,13,546,0,596,0,0,0,0,0,0,0
1292,Maris Granger Skinning Trainer,35,2016,0,1349,0,0,0,0,0,0,0
599,Marisa du'Paige,19,1003,2040,674,153,0,0,0,0,0,0
3073,Marjak Keenblade Weaponsmith,9,372,0,387,0,0,0,0,0,0,0
795,Mark,1,64,0,8,0,0,0,0,0,0,0
12251,Mark of Detonation (CLS),1,64,0,8,0,0,0,0,0,0,0
12252,Mark of Detonation (CRS),1,64,0,8,0,0,0,0,0,0,0
12253,Mark of Detonation (CSH),1,64,0,8,0,0,0,0,0,0,0
12255,Mark of Detonation (NE),1,64,0,8,0,0,0,0,0,0,0
